trigram,frekuensi
"('every', 'independent', 'and')",1
"('independent', 'and', 'sovereign')",1
"('and', 'sovereign', 'country')",1
"('sovereign', 'country', 'can')",1
"('country', 'can', 'certainly')",1
"('can', 'certainly', 'be')",1
"('certainly', 'be', 'tried')",1
"('be', 'tried', 'to')",1
"('tried', 'to', 'have')",1
"('to', 'have', 'a')",1
"('have', 'a', 'national')",1
"('national', 'identity', 'so')",1
"('identity', 'so', 'that')",1
"('that', 'the', 'nation')",1
"('the', 'nation', 'can')",1
"('nation', 'can', 'be')",1
"('can', 'be', 'recognized')",1
"('be', 'recognized', 'by')",1
"('recognized', 'by', 'other')",1
"('by', 'other', 'countries')",1
"('other', 'countries', 'and')",1
"('countries', 'and', 'can')",1
"('and', 'can', 'be')",1
"('can', 'be', 'distinguished')",1
"('be', 'distinguished', 'from')",1
"('distinguished', 'from', 'other')",1
"('from', 'other', 'nations')",1
"('other', 'nations', 'national')",1
"('nations', 'national', 'identity')",1
"('national', 'identity', 'is')",1
"('identity', 'is', 'able')",1
"('is', 'able', 'to')",1
"('able', 'to', 'maintain')",1
"('to', 'maintain', 'the')",1
"('maintain', 'the', 'existence')",1
"('the', 'existence', 'and')",1
"('existence', 'and', 'survival')",1
"('and', 'survival', 'of')",1
"('survival', 'of', 'a')",1
"('of', 'a', 'nation')",1
"('a', 'nation', 'the')",1
"('nation', 'the', 'state')",1
"('the', 'state', 'has')",1
"('state', 'has', 'the')",1
"('has', 'the', 'authority')",1
"('the', 'authority', 'and')",1
"('authority', 'and', 'honor')",1
"('and', 'honor', 'as')",1
"('honor', 'as', 'a')",1
"('as', 'a', 'nation')",1
"('a', 'nation', 'that')",1
"('nation', 'that', 'is')",1
"('that', 'is', 'in')",1
"('is', 'in', 'line')",1
"('in', 'line', 'with')",1
"('line', 'with', 'other')",1
"('with', 'other', 'nations')",1
"('other', 'nations', 'and')",1
"('nations', 'and', 'will')",1
"('and', 'will', 'unite')",1
"('will', 'unite', 'the')",1
"('unite', 'the', 'nation')",1
"('the', 'nation', 'concerned')",1
"('nation', 'concerned', 'indonesian')",1
"('concerned', 'indonesian', 'as')",1
"('indonesian', 'as', 'a')",1
"('as', 'a', 'national')",1
"('national', 'identity', 'was')",1
"('identity', 'was', 'finally')",1
"('was', 'finally', 'declared')",1
"('finally', 'declared', 'through')",1
"('declared', 'through', 'an')",1
"('through', 'an', 'agreement')",1
"('an', 'agreement', 'called')",1
"('agreement', 'called', 'by')",1
"('called', 'by', 'indonesian')",1
"('by', 'indonesian', 'youths')",1
"('indonesian', 'youths', 'at')",1
"('youths', 'at', 'that')",1
"('that', 'time', 'as')",1
"('time', 'as', 'the')",1
"('the', 'youth', 'congress')",1
"('youth', 'congress', 'held')",1
"('congress', 'held', 'on')",1
"('held', 'on', 'october')",1
"('on', 'october', '28')",1
"('october', '28', '1928')",1
"('28', '1928', 'or')",1
"('1928', 'or', 'now')",1
"('or', 'now', 'we')",1
"('now', 'we', 'are')",1
"('we', 'are', 'better')",1
"('are', 'better', 'known')",1
"('better', 'known', 'as')",1
"('the', 'youth', 'pledge')",1
"('youth', 'pledge', 'of')",1
"('pledge', 'of', '1928')",1
"('of', '1928', 'indonesian')",1
"('1928', 'indonesian', 'language')",1
"('indonesian', 'language', 'rooted')",1
"('language', 'rooted', 'in')",1
"('rooted', 'in', 'malay')",1
"('in', 'malay', 'was')",1
"('malay', 'was', 'mutually')",1
"('was', 'mutually', 'agreed')",1
"('mutually', 'agreed', 'to')",1
"('agreed', 'to', 'be')",1
"('to', 'be', 'upheld')",1
"('be', 'upheld', 'as')",1
"('upheld', 'as', 'the')",1
"('as', 'the', 'language')",1
"('the', 'language', 'of')",1
"('language', 'of', 'unity')",1
"('of', 'unity', 'keywords')",1
"('unity', 'keywords', 'indonesian')",1
"('keywords', 'indonesian', 'language')",1
"('indonesian', 'language', 'national')",1
"('language', 'national', 'identity')",1
"('national', 'identity', 'doi')",1
"('identity', 'doi', '105281zenodo3903959')",1
"('e', '26213338', '93')",1
"('26213338', '93', '1')",1
"('93', '1', 'pendahuluan')",1
"('1', 'pendahuluan', 'etiap')",1
"('pendahuluan', 'etiap', 'negara')",1
"('keberadaan', 'bangsa', 'indonesia')",1
"('dunia', 'identitas', 'nasional')",1
"('manifestasi', 'nilai', 'nilai')",1
"('nilai', 'nilai', 'budaya')",1
"('s', 'doi', '105281zenodo3903959')",1
"('e', '26213338', '94')",1
"('26213338', '94', 'berbeda')",1
"('kehidupannya', 'srijanti', '2009')",1
"('srijanti', '2009', 'berdasarkan')",1
"('keunikan', 'sifat', 'ciriciri')",1
"('menentukan', 'identitas', 'nasional')",1
"('dideskripsikan', 'berdasarkan', 'ciri')",1
"('berdasarkan', 'ciri', 'khas')",1
"('ciri', 'khas', 'fisik')",1
"('unsur', 'ras', 'kebudayaan')",1
"('ras', 'kebudayaan', 'agama')",1
"('kepribadian', 'bangsa', 'indonesia')",1
"('penulis', 'bahasa', 'indonesia')",1
"('bangsa', 'indonesia', 'alasannya')",1
"('filosofis', 'membedakan', 'negara')",1
"('membedakan', 'negara', 'indonesia')",1
"('beragamnya', 'suku', 'golongan')",1
"('suku', 'golongan', 'ras')",1
"('golongan', 'ras', 'etnis')",1
"('bahasa', 'resmi', 'nasional')",1
"('wilayah', 'negara', 'kesatuan')",1
"('republik', 'indonesia', '2')",1
"('indonesia', '2', 'hasil')",1
"('pembahasan', '21', 'pengertian')",1
"('21', 'pengertian', 'identitas')",1
"('pengertian', 'identitas', 'nasional')",1
"('etimologis', 'identitas', 'nasional')",1
"('identitas', 'nasional', 'berasal')",1
"('buku', 'pendidikan', 'kewarganegaraan')",1
"('diterbitkan', 'kementerian', 'riset')",1
"('kementerian', 'riset', 'teknologi')",1
"('republik', 'indonesia', '2016')",1
"('1', 'cu', 'who')",1
"('cu', 'who', 'or')",1
"('who', 'or', 'what')",1
"('or', 'what', 'sbsth')",1
"('what', 'sbsth', 'is')",1
"('sbsth', 'is', '2')",1
"('is', '2', 'cu')",1
"('2', 'cu', 'the')",1
"('cu', 'the', 'characteristics')",1
"('the', 'characteristics', 'feelings')",1
"('characteristics', 'feelings', 'or')",1
"('feelings', 'or', 'beliefs')",1
"('or', 'beliefs', 'that')",1
"('beliefs', 'that', 'distinguish')",1
"('that', 'distinguish', 'people')",1
"('distinguish', 'people', 'from')",1
"('people', 'from', 'others')",1
"('from', 'others', '3')",1
"('others', '3', 'the')",1
"('3', 'the', 'state')",1
"('the', 'state', 'of')",1
"('state', 'of', 'feeling')",1
"('of', 'feeling', 'of')",1
"('feeling', 'of', 'being')",1
"('of', 'being', 'very')",1
"('being', 'very', 'similar')",1
"('very', 'similar', 'to')",1
"('similar', 'to', 'and')",1
"('to', 'and', 'able')",1
"('and', 'able', 'to')",1
"('able', 'to', 'understand')",1
"('to', 'understand', 'sbsth')",1
"('kamus', 'maya', 'wikipedia')",1
"('identity', 'is', 'an')",1
"('is', 'an', 'umbrella')",1
"('an', 'umbrella', 'term')",1
"('umbrella', 'term', 'used')",1
"('term', 'used', 'doi')",1
"('used', 'doi', '105281zenodo3903959')",1
"('e', '26213338', '95')",1
"('26213338', '95', 'throughout')",1
"('95', 'throughout', 'the')",1
"('throughout', 'the', 'social')",1
"('the', 'social', 'sciences')",1
"('social', 'sciences', 'to')",1
"('sciences', 'to', 'describe')",1
"('describe', 'a', 'persons')",1
"('a', 'persons', 'conception')",1
"('persons', 'conception', 'and')",1
"('conception', 'and', 'expression')",1
"('and', 'expression', 'of')",1
"('expression', 'of', 'their')",1
"('of', 'their', 'individuality')",1
"('their', 'individuality', 'or')",1
"('individuality', 'or', 'group')",1
"('or', 'group', 'affiliations')",1
"('group', 'affiliations', 'such')",1
"('affiliations', 'such', 'as')",1
"('such', 'as', 'national')",1
"('as', 'national', 'identity')",1
"('national', 'identity', 'and')",1
"('identity', 'and', 'cultural')",1
"('and', 'cultural', 'identity')",1
"('indonesia', 'kbbi', 'identitas')",1
"('contoh', 'identitas', 'pribadi')",1
"('kartu', 'tanda', 'penduduk')",1
"('tanda', 'penduduk', 'id')",1
"('penduduk', 'id', 'card')",1
"('id', 'card', 'surat')",1
"('card', 'surat', 'ijin')",1
"('surat', 'ijin', 'mengemudi')",1
"('ijin', 'mengemudi', 'kartu')",1
"('mengemudi', 'kartu', 'pelajar')",1
"('kartu', 'pelajar', 'kartu')",1
"('pelajar', 'kartu', 'mahasiswa')",1
"('nomor', 'pokok', 'wajib')",1
"('pokok', 'wajib', 'pajak')",1
"('wajib', 'pajak', 'npwp')",1
"('pajak', 'npwp', 'dimana')",1
"('memiliki', 'peghasilan', 'wajib')",1
"('peghasilan', 'wajib', 'memiliki')",1
"('wajib', 'memiliki', 'npwp')",1
"('sarana', 'melaksanakan', 'hak')",1
"('1', 'connected', 'with')",1
"('connected', 'with', 'a')",1
"('with', 'a', 'particular')",1
"('a', 'particular', 'nation')",1
"('particular', 'nation', 'shared')",1
"('nation', 'shared', 'by')",1
"('shared', 'by', 'a')",1
"('by', 'a', 'whole')",1
"('a', 'whole', 'nation')",1
"('whole', 'nation', '2')",1
"('nation', '2', 'owned')",1
"('2', 'owned', 'controlled')",1
"('owned', 'controlled', 'or')",1
"('controlled', 'or', 'financially')",1
"('or', 'financially', 'supported')",1
"('financially', 'supported', 'by')",1
"('supported', 'by', 'the')",1
"('by', 'the', 'federal')",1
"('the', 'federal', 'government')",1
"('bahasa', 'indonesia', 'nasional')",1
"('identitas', 'nasional', 'berkaitan')",1
"('pengertian', 'bangsa', 'menurutnya')",1
"('bangsa', 'menurutnya', 'bangsa')",1
"('individu', 'memperoleh', 'realitasnya')",1
"('e', '26213338', '96')",1
"('26213338', '96', '22')",1
"('96', '22', 'unsurunsur')",1
"('22', 'unsurunsur', 'identitas')",1
"('nasional', 'indonesia', 'merujuk')",1
"('gabungan', 'unsurunsur', 'pembentuk')",1
"('unsurunsur', 'pembentuk', 'identitas')",1
"('meliputi', '1', 'suku')",1
"('1', 'suku', 'bangsa')",1
"('identitas', 'nasional', 'golongan')",1
"('nasional', 'golongan', 'sosial')",1
"('ratus', 'dialek', 'bahasa')",1
"('dialek', 'bahasa', '2')",1
"('bahasa', '2', 'agama')",1
"('bangsa', 'indonesia', 'dikenal')",1
"('nilai', 'agama', 'agamaagama')",1
"('agama', 'islam', 'katholik')",1
"('islam', 'katholik', 'kristen')",1
"('katholik', 'kristen', 'hindu')",1
"('konghucu', '3', 'kebudayaan')",1
"('identitas', 'nasional', 'pengetahuan')",1
"('nasional', 'pengetahuan', 'manusia')",1
"('model', 'model', 'pengetahuan')",1
"('bertindak', '4', 'bahasa')",1
"('unsur', 'unsur', 'bunyi')",1
"('unsur', 'bunyi', 'ucapan')",1
"('bunyi', 'ucapan', 'manusia')",1
"('identitas', 'nasional', 'diatas')",1
"('1', 'identitas', 'fundamental')",1
"('falsafah', 'bangsa', 'dasar')",1
"('bangsa', 'dasar', 'negara')",1
"('ideologi', 'negara', '2')",1
"('negara', '2', 'identitas')",1
"('2', 'identitas', 'instrumental')",1
"('berisi', 'uud', '1945')",1
"('tata', 'perundang', 'undangannya')",1
"('bahasa', 'indonesia', 'bendera')",1
"('indonesia', 'bendera', 'negara')",1
"('bendera', 'negara', 'indonesia')",1
"('negara', 'indonesia', 'lambang')",1
"('indonesia', 'lambang', 'negara')",1
"('lambang', 'negara', 'indonesia')",1
"('negara', 'indonesia', 'lagu')",1
"('indonesia', 'lagu', 'kebangsaan')",1
"('indonesia', 'raya', '3')",1
"('raya', '3', 'identitas')",1
"('3', 'identitas', 'alamiah')",1
"('meliputi', 'negara', 'kepulauan')",1
"('pluralisme', 'doi', '105281zenodo3903959')",1
"('e', '26213338', '97')",1
"('suku', 'budaya', 'bahasa')",1
"('kepercayaan', 'identitas', 'nasional')",1
"('konsep', 'identitas', 'nasional')",1
"('ditelusuri', 'dalan', 'buku')",1
"('dalan', 'buku', 'karya')",1
"('buku', 'karya', 'kaelan')",1
"('karya', 'kaelan', '2002')",1
"('berjudul', 'filsafat', 'pancasila')",1
"('hasil', 'buah', 'pikiran')",1
"('gagasan', 'dasar', 'bangsa')",1
"('dasar', 'bangsa', 'indonesia')",1
"('ciri', 'masyarakat', 'indonesia')",1
"('watak', 'bangsa', 'bangsa')",1
"('sifat', 'religius', 'sikap')",1
"('religius', 'sikap', 'menghormati')",1
"('sikap', 'menghormati', 'bangsa')",1
"('persatuan', 'gotong', 'royong')",1
"('keadilan', 'sosial', 'nilainilai')",1
"('sosial', 'nilainilai', 'dasar')",1
"('historis', 'identitas', 'nasional')",1
"('nasional', 'indonesia', 'ditandai')",1
"('munculnya', 'kesadaran', 'rakyat')",1
"('kesadaran', 'rakyat', 'indonesia')",1
"('kebangkitan', 'nasional', 'bangsa')",1
"('nasional', 'bangsa', 'rakyat')",1
"('bangsa', 'rakyat', 'indonesia')",1
"('e', '26213338', '98')",1
"('proklamasi', 'kemerdekaaan', 'kongres')",1
"('kemerdekaaan', 'kongres', 'kebudayaan')",1
"('kongres', 'kebudayaan', 'diadakan')",1
"('tanggal', '20', '24')",1
"('20', '24', 'agustus')",1
"('24', 'agustus', '1948')",1
"('bukittinggi', 'sumatera', 'barat')",1
"('tanggal', '2022', 'oktober')",1
"('2022', 'oktober', '2003')",1
"('tilaar', '2007', 'kongres')",1
"('2007', 'kongres', 'kebudayaan')",1
"('historis', 'pengalaman', 'kongres')",1
"('berdirinya', 'organisasi', 'kemasyarakatan')",1
"('1920', '1930an', 'pertumbuhan')",1
"('1930an', 'pertumbuhan', 'partai')",1
"('pertumbuhan', 'partai', 'politik')",1
"('organisasi', 'kemasyarakatan', 'bergerak')",1
"('bidang', 'perdagangan', 'keagamaan')",1
"('organisasi', 'politik', 'tumbuh')",1
"('organisasi', 'kemsayarakatan', 'mengarah')",1
"('kesadaran', 'berbangsa', 'puncaknya')",1
"('organisasi', 'kedaerahan', 'berkumpul')",1
"('kongres', 'pemuda', 'ke2')",1
"('mengumandangkan', 'sumpah', 'pemuda')",1
"('dinyatakan', 'identitas', 'nasional')",1
"('bangsa', 'indonesia', 'mengaku')",1
"('indonesia', 'mengaku', 'bertanah')",1
"('mengaku', 'bertanah', 'air')",1
"('tanah', 'air', 'indonesia')",1
"('air', 'indonesia', 'berbangsa')",1
"('sosiologis', 'identitas', 'nasional')",1
"('proses', 'interaksi', 'komunikasi')",1
"('pembentukan', 'intensif', 'pasca')",1
"('intensif', 'pasca', 'kemerdekaan')",1
"('pasca', 'kemerdekaan', 'identitas')",1
"('kemerdekaan', 'identitas', 'nasional')",1
"('identitas', 'nasional', 'pasca')",1
"('nasional', 'pasca', 'kemerdekaan')",1
"('lembaga', 'pendidikan', 'formal')",1
"('memperkokoh', 'indonesia', '23')",1
"('indonesia', '23', 'kedudukan')",1
"('e', '26213338', '99')",1
"('26213338', '99', 'indonesia')",1
"('suku', 'bangsa', 'budaya')",1
"('bentuk', 'identitas', 'nasional')",1
"('bangsa', 'indonesia', 'meliputi')",1
"('indonesia', 'meliputi', 'bendera')",1
"('meliputi', 'bendera', 'negara')",1
"('bendera', 'negara', 'sang')",1
"('negara', 'sang', 'merah')",1
"('sang', 'merah', 'putih')",1
"('merah', 'putih', 'bahasa')",1
"('putih', 'bahasa', 'indonesia')",1
"('bahasa', 'negara', 'lambang')",1
"('negara', 'lambang', 'negara')",1
"('lambang', 'negara', 'garuda')",1
"('negara', 'garuda', 'pancasila')",1
"('kebangsaan', 'indonesia', 'raya')",1
"('indonesia', 'raya', 'bentukbentuk')",1
"('raya', 'bentukbentuk', 'identitas')",1
"('bentukbentuk', 'identitas', 'nasional')",1
"('khusus', 'bendera', 'bahasa')",1
"('lagu', 'kebangsaan', 'diatur')",1
"('perundang', 'undangan', 'khusus')",1
"('undangundang', 'no', '24')",1
"('lagu', 'kebangsaan', 'dasar')",1
"('kebangsaan', 'dasar', 'pertimbangan')",1
"('kebangsaan', 'indonesia', 'diatur')",1
"('1', 'bendera', 'bahasa')",1
"('sarana', 'pemersatu', 'identitas')",1
"('wujud', 'eksistensi', 'bangsa')",1
"('uud', '1945', '2')",1
"('sejarah', 'perjuangan', 'bangsa')",1
"('perjuangan', 'bangsa', 'kesatuan')",1
"('mewujudkan', 'citacita', 'bangsa')",1
"('republik', 'indonesia', 'salah')",1
"('lambang', 'identitas', 'nasional')",1
"('bahasa', 'indonesia', 'mewakili')",1
"('indonesia', 'mewakili', 'jati')",1
"('e', '26213338', '100')",1
"('lambang', 'negara', 'didalam')",1
"('negara', 'didalam', 'melaksanakan')",1
"('didalam', 'melaksanakan', 'fungsi')",1
"('memiliki', 'identitas', 'tersendiri')",1
"('bahasa', 'asing', '24')",1
"('asing', '24', 'bahasa')",1
"('24', 'bahasa', 'indonesia')",1
"('bahasa', 'nasional', 'dibuktikan')",1
"('butirbutir', 'sumpah', 'pemuda')",1
"('fungsi', 'a', 'lambang')",1
"('a', 'lambang', 'kebanggaan')",1
"('lambang', 'kebanggaan', 'kebangsaan')",1
"('kebanggaan', 'kebangsaan', 'b')",1
"('kebangsaan', 'b', 'lambang')",1
"('b', 'lambang', 'identias')",1
"('lambang', 'identias', 'nasional')",1
"('identias', 'nasional', 'c')",1
"('nasional', 'c', 'alat')",1
"('alat', 'perhubungan', 'antarwarga')",1
"('bahasanya', 'masingmasing', 'kedalam')",1
"('masingmasing', 'kedalam', 'kesatuan')",1
"('kedalam', 'kesatuan', 'kebangsaan')",1
"('kesatuan', 'kebangsaan', 'indonesia')",1
"('kebangsaan', 'indonesia', '25')",1
"('indonesia', '25', 'bahasa')",1
"('25', 'bahasa', 'indonesia')",1
"('uud', '1945', 'pasal')",1
"('1945', 'pasal', '36')",1
"('bahasa', 'negara', 'bahasa')",1
"('negara', 'bahasa', 'indonesia')",1
"('fungsi', 'a', 'bahasa')",1
"('a', 'bahasa', 'resmi')",1
"('bahasa', 'resmi', 'kenegaraan')",1
"('resmi', 'kenegaraan', 'kedudukan')",1
"('kenegaraan', 'kedudukan', 'bahasa')",1
"('naskah', 'proklamasi', 'kemerdekaan')",1
"('proklamasi', 'kemerdekaan', 'ri')",1
"('kemerdekaan', 'ri', '1945')",1
"('dipakailah', 'bahasa', 'indonesia')",1
"('tulis', 'b', 'bahasa')",1
"('b', 'bahasa', 'pengantar')",1
"('dunia', 'pendidikan', 'kedudukan')",1
"('pendidikan', 'kedudukan', 'bahasa')",1
"('pemakaian', 'bahasa', 'indonesia')",1
"('berbentuk', 'media', 'cetak')",1
"('menerjemahkan', 'buku', 'doi')",1
"('buku', 'doi', '105281zenodo3903959')",1
"('e', '26213338', '101')",1
"('26213338', '101', 'buku')",1
"('meningkatkan', 'perkembangan', 'bahasa')",1
"('perkembangan', 'bahasa', 'indonesia')",1
"('bahasa', 'ilmu', 'pengetahuan')",1
"('teknologi', 'iptek', 'c')",1
"('iptek', 'c', 'alat')",1
"('kepentingan', 'perencanaan', 'pembangunan')",1
"('masyarakat', 'd', 'alat')",1
"('d', 'alat', 'pengembangan')",1
"('alat', 'pengembangan', 'kebudayaan')",1
"('pengembangan', 'kebudayaan', 'ilmu')",1
"('kebudayaan', 'ilmu', 'pengetahuan')",1
"('penyebaran', 'ilmu', 'pengetahuan')",1
"('bukubuku', 'pelajaran', 'buku')",1
"('pelajaran', 'buku', 'buku')",1
"('buku', 'buku', 'populer')",1
"('buku', 'populer', 'majalah')",1
"('populer', 'majalah', 'majalah')",1
"('majalah', 'majalah', 'ilmiah')",1
"('rumusan', 'seminar', 'politik')",1
"('seminar', 'politik', 'bahasa')",1
"('bahasa', 'media', 'massa')",1
"('media', 'massa', 'pendukung')",1
"('massa', 'pendukung', 'sastra')",1
"('pendukung', 'sastra', 'indonesia')",1
"('sastra', 'indonesia', 'pemerkaya')",1
"('indonesia', 'pemerkaya', 'bahasa')",1
"('sastra', 'daerah', 'bahasa')",1
"('daerah', 'bahasa', 'indonesia')",1
"('bahasa', 'nasional', 'maksudnya')",1
"('nasional', 'maksudnya', 'bahasa')",1
"('budaya', 'maksudnya', 'bahasa')",1
"('26', 'bahasa', 'indonesia')",1
"('bahasa', 'resmi', 'republik')",1
"('resmi', 'republik', 'indonesia')",1
"('bahasa', 'persatuan', 'bangsa')",1
"('persatuan', 'bangsa', 'indonesia')",1
"('bangsa', 'indonesia', 'bahasa')",1
"('bahasa', 'indonesia', 'diresmikan')",1
"('indonesia', 'diresmikan', 'penggunannya')",1
"('proklamasi', 'kemerdekaan', 'indonesia')",1
"('kemerdekaan', 'indonesia', 'tepatnya')",1
"('indonesia', 'tepatnya', 'sehari')",1
"('istilah', 'bahasa', 'indonesia')",1
"('bahasa', 'persatuan', 'lahir')",1
"('melekat', 'referensi', 'konsep')",1
"('menciptakan', 'semangat', 'persatuan')",1
"('e', '26213338', '102')",1
"('lau', 'peran', 'bahasa')",1
"('peran', 'bahasa', 'indonesia')",1
"('pemersatu', 'perbedaanperbedaan', 'unsur')",1
"('perbedaanperbedaan', 'unsur', 'kebangsaan')",1
"('dicapai', 'bahasa', 'indonesia')",1
"('bahasa', 'indonesia', 'fungsi')",1
"('pemersatu', 'sukusuku', 'bangsa')",1
"('menjunjung', 'nilai', 'adat')",1
"('nilai', 'adat', 'istiadat')",1
"('bahasa', 'daerahnya', 'masingmasing')",1
"('indonesia', 'bersedia', 'menerima')",1
"('bersedia', 'menerima', 'bahasa')",1
"('menerima', 'bahasa', 'indonesia')",1
"('bahasa', 'pemersatu', 'bangsa')",1
"('pemersatu', 'bangsa', 'bahasa')",1
"('banyaknya', 'warga', 'negara')",1
"('pergerakan', 'nasional', 'realitas')",1
"('elemen', 'kebangsaan', 'indonesia')",1
"('kebangsaan', 'indonesia', 'dipersatukan')",1
"('bahasa', 'melayu', 'riau')",1
"('nama', 'bahasa', 'indonesia')",1
"('bahasa', 'indonesia', 'benarbenar')",1
"('beraneka', 'ragam', 'suku')",1
"('menggambarkan', 'keberadaannya', 'bahren')",1
"('keberadaan', 'bahasa', 'indonesia')",1
"('alat', 'pemersatu', 'bangsa')",1
"('lambat', 'laun', 'tumbuh')",1
"('kesadaran', 'nasionalisme', 'menandai')",1
"('nasionalisme', 'menandai', 'pertumbuhan')",1
"('dardjowidjojo', '1996', 'manfaat')",1
"('e', '26213338', '103')",1
"('26213338', '103', 'penggunaan')",1
"('103', 'penggunaan', 'bahasa')",1
"('27', 'permasalahan', 'bahasa')",1
"('halnya', 'bahasa', 'indonesia')",1
"('bahsa', 'pemersatu', 'bangsa')",1
"('bahasa', 'indonesia', 'menghadapi')",1
"('dunia', 'kondisi', 'bahasa')",1
"('kondisi', 'bahasa', 'indonesia')",1
"('contohnya', 'penggunaan', 'bahasa')",1
"('penggunaan', 'bahasa', 'indonesia')",1
"('pusat', 'perbelanjaan', 'hotel')",1
"('bahasa', 'indonesia', 'salah')",1
