bigram,frekuensi
"('309', '59')",1
"('59', '4')",1
"('7', 'respon')",1
"('b', 'pengisian')",1
"('pengisian', 'pendaftaran')",1
"('data', 'identitas')",1
"('64', '256')",1
"('256', '36')",1
"('36', 'total')",1
"('176', '580')",1
"('580', 'tabel')",1
"('setuju', '103')",1
"('5', 'respon')",1
"('6', '12')",1
"('6', 'respon')",1
"('103', 'responden')",1
"('setuju', '64')",1
"('64', 'responden')",1
"('2', 'dimensi')",1
"('relevan', 'dimensi')",1
"('relevan', 'ditandai')",1
"('4', '64')",1
"('1', 'premium')",1
"('138', '414')",1
"('setuju', '120')",1
"('120', 'responden')",1
"('d', 'ketersediaan')",1
"('a', 'pengisian')",1
"('pengisian', 'persyaratan')",1
"('persyaratan', 'pendaftaran')",1
"('kemampuan', 'antiketukanartinya')",1
"('kompresi', 'temperatur')",1
"('temperatur', 'campuran')",1
"('campuran', 'udarabahan')",1
"('udarabahan', 'bakar')",1
"('bakar', 'meningkat')",1
"('loncatan', 'bunga')",1
"('3', '10')",1
"('bensin', 'standarisasi')",1
"('standarisasi', 'bahan')",1
"('diharapkan', 'industri')",1
"('mendekatititik', 'mati')",1
"('busi', 'berhubungan')",1
"('astm', 'american')",1
"('american', 'society')",1
"('society', 'for')",1
"('larutan', 'kimia')",1
"('pengaruh', 'positif')",1
"('meningkatkan', 'angka')",1
"('bensinuntuk', 'menentukan')",1
"('and', 'materials')",1
"('materials', 'menetapkan')",1
"('penilaian', 'anti')",1
"('anti', 'ketukan')",1
"('nilai', 'raport')",1
"('raport', 'tabel')",1
"('176', '563')",1
"('563', 'tabel')",1
"('2', '133')",1
"('sedangakan', 'nheptana')",1
"('merusak', 'mesin')",1
"('mesin', 'naphtalene')",1
"('176', '549')",1
"('512', 'tabel')",1
"('setuju', '119')",1
"('119', 'responden')",1
"('setuju', '13')",1
"('13', 'responden')",1
"('ditemukan', 'ketidaksesuian')",1
"('prilaku', 'perfomanceyang')",1
"('549', 'tabel')",1
"('3', 'dimensi')",1
"('dipahami', 'dimensi')",1
"('data', 'tabel')",1
"('10', 'respon')",1
"('4', '38')",1
"('38', '152')",1
"('152', '22')",1
"('menerima', 'akun')",1
"('akun', 'pendaftaran')",1
"('pendaftaran', 'tabel')",1
"('176', '556')",1
"('556', 'tabel')",1
"('9', 'jikap')",1
"('kependidikan', '42')",1
"('42', 'responden')",1
"('d', 'penanganan')",1
"('sosial', 'tabel')",1
"('9', 'respon')",1
"('8', 'respon')",1
"('176', '545')",1
"('545', 'tabel')",1
"('c', 'calon')",1
"('calon', 'pendaftar')",1
"('bensin', 'isooktana')",1
"('isooktana', 'menghasilkan')",1
"('oktan', '100')",1
"('100', 'sedangakan')",1
"('ketidaksesuian', 'data')",1
"('32', '64')",1
"('64', '18')",1
"('3', '119')",1
"('0', 'nol')",1
"('80', 'isooktana')",1
"('20', 'nheptana')",1
"('80100', 'x')",1
"('100', '20100')",1
"('20100', 'x')",1
"('oktan', 'ditetapkan')",1
"('jenis', 'senyawa')",1
"('80', 'tirtoatmojo')",1
"('tirtoatmojo', 'r')",1
"('r', '2004')",1
"('2004', 'hak')",1
"('area', 'angka')",1
"('knocking', 'rahardjo')",1
"('nheptana', 'menghasilkan')",1
"('oktan', '0')",1
"('mesin', 'cepat')",1
"('cepat', 'rusak')",1
"('hindari', 'pratama2013')",1
"('pratama2013', 'bensin')",1
"('motor', 'hak')",1
"('mobil', 'bahan')",1
"('x', '0')",1
"('0', '80')",1
"('73', '4')",1
"('176', '544')",1
"('kontent', 'sistem')",1
"('sistem', 'ppdb')",1
"('ppdb', 'menampilkan')",1
"('menampilkan', 'infromasi')",1
"('dibutuhkan', 'tabel')",1
"('13', 'respon')",1
"('321', '61')",1
"('dipahami', 'ditandai')",1
"('a', 'tampilan')",1
"('online', 'mudah')",1
"('dipahami', 'tabel')",1
"('7', '14')",1
"('14', '4')",1
"('384', '73')",1
"('176', '526')",1
"('526', 'tabel')",1
"('setuju', '107')",1
"('107', 'responden')",1
"('b', 'tampilan')",1
"('11', 'respon')",1
"('3', '107')",1
"('107', '321')",1
"('119', '357')",1
"('357', '68')",1
"('online', 'menarik')",1
"('menarik', 'tabel')",1
"('12', 'respon')",1
"('2', '24')",1
"('24', '48')",1
"('48', '14')",1
"('hasil', 'pengilangan')",1
"('mengandung', 'parafinnaphthene')",1
"('perband', 'ingan')",1
"('tersediatiga', 'jenis')",1
"('pertalite', 'ketiganya')",1
"('c', 'kontent')",1
"('17', 'total')",1
"('176', '521')",1
"('mutu', 'bensin')",1
"('istilah', 'bilangan')",1
"('bilangan', 'oktana')",1
"('oktana', 'octane')",1
"('octane', 'number')",1
"('number', '251')",1
"('jenis', 'gasoline')",1
"('petrol', 'bensin')",1
"('nuklirkalor', 'diperoleh')",1
"('oktan', 'angka')",1
"('mesin', 'mengelitik')",1
"('mengelitik', 'mengurangi')",1
"('mengurangi', 'efisiensi')",1
"('efisiensi', 'bahan')",1
"('perfomanceyang', 'berbeda')",1
"('berbeda', 'mutu')",1
"('2', '7')",1
"('1', '24')",1
"('c', 'bahan')",1
"('batubara', 'minyak')",1
"('bumi', 'b')",1
"('b', 'bahan')",1
"('bakar', 'nuklir')",1
"('bakar', 'nuklirkalor')",1
"('176', '541')",1
"('541', 'tabel')",1
"('setuju', '124')",1
"('124', 'responden')",1
"('93577', '25bahan')",1
"('25', 'volume')",1
"('volume', 'udara')",1
"('pembakaran', 'bensin')",1
"('3', '118')",1
"('118', '354')",1
"('354', '67')",1
"('67', '4')",1
"('4', 'dimensi')",1
"('bermanfaat', 'dimensi')",1
"('bermanfaat', 'ditandai')",1
"('16', 'respon')",1
"('diakses', 'tabel')",1
"('14', 'respon')",1
"('544', 'vol')",1
"('2021', '43')",1
"('43', 'tabel')",1
"('3', '7')",1
"('d', 'website')",1
"('website', 'ppdb')",1
"('521', 'tabel')",1
"('3', '27')",1
"('setuju', '30')",1
"('4', '30')",1
"('30', '120')",1
"('120', '17')",1
"('ppdb', 'mudah')",1
"('mudah', 'diakses')",1
"('15', 'respon')",1
"('3', '124')",1
"('124', '372')",1
"('372', '70')",1
"('18', 'respon')",1
"('2', '12')",1
"('12', '24')",1
"('24', '7')",1
"('bentuk', 'gas')",1
"('gas', 'ditekan')",1
"('reaksi', 'rantai')",1
"('rantai', 'penguraian')",1
"('penguraian', 'atomatom')",1
"('atomatom', 'melaluiperistiwa')",1
"('melaluiperistiwa', 'radioaktif')",1
"('radioaktif', 'c')",1
"('campuran', 'gas')",1
"('ketukan', 'didalam')",1
"('mesin', 'knocking')",1
"('sisa', 'tumbuhtumbuhan')",1
"('tumbuhtumbuhan', 'minyak')",1
"('minyak', 'nabati')",1
"('minyak', 'hewani')",1
"('mesin', 'campuran')",1
"('bensin', 'maasa')",1
"('maasa', 'jenis')",1
"('jenis', 'udara')",1
"('udara', '1716')",1
"('1716', 'kg')",1
"('dihasilkan', 'busi')",1
"('besarnya', 'tekanan')",1
"('udara', 'bensin')",1
"('19', '3')",1
"('3', '112')",1
"('112', '336')",1
"('12', 'responden')",1
"('setuju', '146')",1
"('146', 'responden')",1
"('13728', '1716')",1
"('molekul', 'c8h18')",1
"('176', '502')",1
"('502', 'jikap')",1
"('kependidikan', '44')",1
"('44', 'tabel')",1
"('19', 'respon')",1
"('2', '33')",1
"('33', '66')",1
"('66', '19')",1
"('37', '148')",1
"('148', '21')",1
"('21', 'total')",1
"('setuju', '118')",1
"('336', '64')",1
"('4', '23')",1
"('23', '92')",1
"('92', '13')",1
"('7', '3')",1
"('176', '547')",1
"('547', 'tabel')",1
"('118', 'responden')",1
"('setuju', '37')",1
"('37', 'responden')",1
"('17', 'respon')",1
"('4', '37')",1
"('0001125', 'kgliter')",1
"('kgliter', '15253')",1
"('15253', 'liter')",1
"('liter', '26')",1
"('rasio', 'volume')",1
"('1', '93577')",1
"('d', 'ppdb')",1
"('3', '146')",1
"('bakar', 'hak')",1
"('area', 'ditinjau')",1
"('sudut', 'teknis')",1
"('ekonomis', 'bahan')",1
"('bakar', 'diartikan')",1
"('meneruskan', 'proses')",1
"('pengeluaran', 'kalor')",1
"('kg', '0001125')",1
"('bakar', 'dibakar')",1
"('tujuanuntuk', 'memperoleh')",1
"('memperoleh', 'kalor')",1
"('contoh', 'penggunaan')",1
"('penggunaan', 'kalor')",1
"('a', 'bahan')",1
"('bakar', 'fosil')",1
"('25bahan', 'bakar')",1
"('c8h18', '1')",1
"('1', 'x')",1
"('x', '114')",1
"('114', '114gram')",1
"('114gram', '23')",1
"('23', 'hak')",1
"('area', 'mol')",1
"('kalor', 'bahan')",1
"('5', '33')",1
"('setuju', '112')",1
"('112', 'responden')",1
"('setuju', '23')",1
"('23', 'responden')",1
"('keterbukaan', 'informasi')",1
"('setuju', '132')",1
"('132', 'responden')",1
"('21', 'respon')",1
"('20', 'respon')",1
"('76', '4')",1
"('4', '25')",1
"('25', '100')",1
"('100', '14')",1
"('176', '534')",1
"('534', 'tabel')",1
"('b', 'pelaksanaan')",1
"('pelaksanaan', 'seleksi')",1
"('22', 'respon')",1
"('176', '553')",1
"('setuju', '133')",1
"('setuju', '25')",1
"('5', 'dimensi')",1
"('persyaratan', 'sesuai')",1
"('146', '438')",1
"('438', '83')",1
"('83', '4')",1
"('4', '16')",1
"('16', '64')",1
"('64', '9')",1
"('9', 'total')",1
"('5', '121')",1
"('3', '123')",1
"('123', '369')",1
"('369', '70')",1
"('4', '26')",1
"('26', '104')",1
"('104', '15')",1
"('kehandalan', 'ditandai')",1
"('a', 'informasi')",1
"('d', 'daftar')",1
"('553', 'tabel')",1
"('5', '113')",1
"('c', 'penetapan')",1
"('penetapan', 'hasil')",1
"('23', 'no')",1
"('3', '130')",1
"('130', '390')",1
"('396', '75')",1
"('75', '3')",1
"('390', '74')",1
"('74', '4')",1
"('176', '551')",1
"('551', 'tabel')",1
"('setuju', '130')",1
"('130', 'responden')",1
"('e', 'pendaftaran')",1
"('pendaftaran', 'tahap')",1
"('daftar', 'ulang')",1
"('ulang', 'sesuai')",1
"('24', 'respon')",1
"('9', '2')",1
"('3', '132')",1
"('132', '396')",1
"('rumus', 'sebagi')",1
"('massa', 'bensin')",1
"('massa', 'jenis')",1
"('bensin', 'mol')",1
"('bensin', 'x')",1
"('bensin', '125')",1
"('125', 'x')",1
"('x', '13728')",1
"('0114', 'kg')",1
"('kg', '07')",1
"('07', 'kgliter')",1
"('kgliter', '0163')",1
"('0163', 'liter')",1
"('liter', '25')",1
"('1716', 'gram')",1
"('gram', '24')",1
"('mol', 'bahan')",1
"('udara', 'pembakaran')",1
"('pembakaran', '125')",1
"('125', 'mol')",1
"('menghasilkan', '8')",1
"('8', 'mol')",1
"('mol', 'co2')",1
"('bensin', '0114')",1
"('panitia', 'ppdb')",1
"('26', 'respon')",1
"('23', 'total')",1
"('2021', '45')",1
"('45', 'setuju')",1
"('setuju', '41')",1
"('41', 'responden')",1
"('6', 'dimensi')",1
"('176', '525')",1
"('525', 'tabel')",1
"('setuju', '123')",1
"('123', 'responden')",1
"('setuju', '26')",1
"('26', 'responden')",1
"('b', 'tersedianya')",1
"('setuju', '109')",1
"('132', '16')",1
"('1', '14')",1
"('layanan', 'penanganan')",1
"('pengaduan', 'ppdb')",1
"('27', 'respon')",1
"('2', '14')",1
"('14', '28')",1
"('28', '11')",1
"('setuju', '33')",1
"('pelayanan', 'akses')",1
"('informasi', 'tabel')",1
"('28', 'respon')",1
"('20', '40')",1
"('384', '69')",1
"('4', '33')",1
"('33', '132')",1
"('kehandalan', 'dimensi')",1
"('tahap', 'i')",1
"('tahap', '2')",1
"('2', 'sesuai')",1
"('25', 'respon')",1
"('4', '41')",1
"('41', '164')",1
"('164', '23')",1
"('32', 'respon')",1
"('19', '38')",1
"('38', '11')",1
"('176', '543')",1
"('543', 'jikap')",1
"('kependidikan', '46')",1
"('46', 'tabel')",1
"('b', 'calon')",1
"('29', 'respon')",1
"('3', '109')",1
"('109', '327')",1
"('40', '11')",1
"('3', '20')",1
"('setuju', '29')",1
"('surat', 'ketetapan')",1
"('ketetapan', 'kepala')",1
"('204', '29')",1
"('29', 'total')",1
"('176', '562')",1
"('562', 'tabel')",1
"('29', 'responden')",1
"('d', 'sekolah')",1
"('pelayanan', 'bantuan')",1
"('bantuan', 'informasi')",1
"('109', 'responden')",1
"('setuju', '51')",1
"('51', 'responden')",1
"('30', 'respon')",1
"('327', '62')",1
"('62', '4')",1
"('4', '51')",1
"('51', '204')",1
"('1', '28')",1
"('28', 'responden')",1
"('seleksi', 'berdasarkan')",1
"('berdasarkan', 'usia')",1
"('usia', 'tabel')",1
"('34', 'respon')",1
"('17', '17')",1
"('17', '10')",1
"('10', '2')",1
"('2', '57')",1
"('57', '114')",1
"('114', '32')",1
"('32', '3')",1
"('3', '91')",1
"('91', '273')",1
"('273', '52')",1
"('3', '116')",1
"('116', '348')",1
"('348', '66')",1
"('176', '552')",1
"('552', 'tabel')",1
"('setuju', '116')",1
"('116', 'responden')",1
"('7', 'dimensi')",1
"('calon', 'peserta')",1
"('diterima', 'ditetapkan')",1
"('dimensi', 'akurat')",1
"('akurat', 'dimensi')",1
"('a', 'pendaftaran')",1
"('pendaftaran', 'sesuai')",1
"('sesuai', 'sekolah')",1
"('31', 'respon')",1
"('4', '27')",1
"('27', '108')",1
"('10', '57')",1
"('57', 'responden')",1
"('setuju', '91')",1
"('91', 'responden')",1
"('setuju', '11')",1
"('e', 'pembagian')",1
"('konsistensi', 'ditandai')",1
"('dipungut', 'biaya')",1
"('biaya', 'pendaptaran')",1
"('50', 'afirmasi')",1
"('afirmasi', 'ekonomi')",1
"('20', 'perpindahan')",1
"('5', 'prestasi')",1
"('35', 'respon')",1
"('535', 'tabel')",1
"('19', 'responden')",1
"('c', 'jalur')",1
"('zonasi', 'mengutamakan')",1
"('108', '15')",1
"('setuju', '27')",1
"('8', 'dimensi')",1
"('konsistensi', 'dimensi')",1
"('mengutamakan', 'jalur')",1
"('jalur', 'terdekat')",1
"('pendidikan', 'tabel')",1
"('33', 'respon')",1
"('28', '56')",1
"('56', '16')",1
"('16', '3')",1
"('176', '535')",1
"('mol', 'n2')",1
"('energi', 'pembakaran')",1
"('pemasukan', 'campuran')",1
"('jalur', 'ppdb')",1
"('52', '4')",1
"('4', '11')",1
"('11', '44')",1
"('44', '6')",1
"('menggerakkan', 'poros')",1
"('motor', 'aditya')",1
"('aditya', '2012')",1
"('2012', 'massa')",1
"('9', 'mol')",1
"('mol', 'h2o')",1
"('h2o', '1257921')",1
"('1257921', 'mol')",1
"('n2dengan', 'vol')",1
"('massa', 'bahan')",1
"('massa', 'c8h18')",1
"('c8h18', 'mol')",1
"('mol', 'c8h18')",1
"('c8h18', 'x')",1
"('api', 'busi')",1
"('mendorong', 'torak')",1
"('pembagian', 'persentasi')",1
"('125o2', '8co2')",1
"('9h2o', '125376n2')",1
"('125376n2', 'hak')",1
"('area', 'nilai')",1
"('nilai', '376')",1
"('perbandingan', 'vol')",1
"('vol', 'n2dengan')",1
"('3', '108')",1
"('108', '324')",1
"('324', '61')",1
"('4', '49')",1
"('49', '196')",1
"('176', '519')",1
"('519', 'tabel')",1
"('e', 'kegiatan')",1
"('28', 'total')",1
"('setuju', '108')",1
"('108', 'responden')",1
"('setuju', '49')",1
"('49', 'responden')",1
"('b', 'kegiatan')",1
"('pendaptaran', 'tabel')",1
"('36', 'respon')",1
"('37', 'respon')",1
"('3', 'vol')",1
"('2021', '47')",1
"('47', '2')",1
"('2', '43')",1
"('43', '86')",1
"('86', '24')",1
"('196', '28')",1
"('6', 'total')",1
"('176', '448')",1
"('448', 'tabel')",1
"('setuju', '17')",1
"('4', '18')",1
"('18', '72')",1
"('72', '10')",1
"('10', 'total')",1
"('relevan', '1')",1
"('1', '563')",1
"('563', '2')",1
"('2', '556')",1
"('556', '3')",1
"('3', '545')",1
"('545', '4')",1
"('2', '542')",1
"('22', '3')",1
"('176', '493')",1
"('493', 'tabel')",1
"('3', '43')",1
"('setuju', '18')",1
"('18', 'responden')",1
"('daya', 'tampung')",1
"('2', 'relevan')",1
"('daring', 'tabel')",1
"('39', 'respon')",1
"('tampung', 'sekolah')",1
"('pendaptar', 'tabel')",1
"('38', 'respon')",1
"('2', '39')",1
"('39', '78')",1
"('78', '22')",1
"('ppdb', 'sesuai')",1
"('aturan', 'petunjuk')",1
"('petunjuk', 'teknis')",1
"('176', '501')",1
"('501', 'tabel')",1
"('3', '39')",1
"('d', 'hasil')",1
"('seleksi', 'pendaftaran')",1
"('534', '5')",1
"('2', '553')",1
"('553', '3')",1
"('4', 'bermanfaat')",1
"('bermanfaat', '1')",1
"('1', '540')",1
"('540', '2')",1
"('2', '547')",1
"('135', '405')",1
"('405', '77')",1
"('77', '3')",1
"('135', 'responden')",1
"('setuju', 'berdasarkan')",1
"('4', '502')",1
"('502', '5')",1
"('5', '534')",1
"('rekapitulasi', 'skor')",1
"('dimensi', 'no')",1
"('no', 'dimensi')",1
"('dimensi', 'indikator')",1
"('ketersediaan', '1')",1
"('1', '512')",1
"('512', '2')",1
"('40', 'respon')",1
"('542', '3')",1
"('3', '533')",1
"('533', '4')",1
"('4', '515')",1
"('515', '5')",1
"('5', '580')",1
"('580', '2')",1
"('41', 'rekapitulasi')",1
"('konsistensi', '1')",1
"('5', '552')",1
"('552', '7')",1
"('7', 'akurat')",1
"('akurat', '1')",1
"('1', '543')",1
"('543', '2')",1
"('2', '535')",1
"('526', '2')",1
"('4', '448')",1
"('448', '5')",1
"('5', '524')",1
"('524', 'jikap')",1
"('kependidikan', '48')",1
"('48', '8')",1
"('8', 'konsistensi')",1
"('541', '4')",1
"('4', '512')",1
"('512', '5')",1
"('5', '549')",1
"('549', '3')",1
"('3', 'mudah')",1
"('dipahami', '1')",1
"('1', '526')",1
"('547', '3')",1
"('2', '524')",1
"('524', '3')",1
"('3', '544')",1
"('544', '4')",1
"('4', '521')",1
"('521', '5')",1
"('5', '541')",1
"('x', '176')",1
"('176', '28160')",1
"('skor', 'pengumpulan')",1
"('data', 'dimensi')",1
"('76', 'simpulan')",1
"('cirebon', 'efektif')",1
"('ditingkatkan', 'pelaksanaan')",1
"('total', '213')",1
"('cirebon', 'terpenuhi')",1
"('terpenuhi', 'syaratsyarat')",1
"('syaratsyarat', 'informasi')",1
"('mengukur', 'efektivitas')",1
"('efektivitas', 'system')",1
"('ketersediaan', 'mudah')",1
"('dipahami', 'relevan')",1
"('40', 'x')",1
"('3', '551')",1
"('551', '4')",1
"('4', '542')",1
"('542', '5')",1
"('5', '555')",1
"('555', '6')",1
"('6', 'kehandalan')",1
"('kehandalan', '1')",1
"('535', '3')",1
"('1', '525')",1
"('2', '545')",1
"('545', '3')",1
"('3', '527')",1
"('527', '4')",1
"('4', '562')",1
"('562', '5')",1
"('pengelolaan', 'profesionalisme')",1
"('profesionalisme', 'desentralisasi')",1
"('supervisi', 'pendidikan')",1
"('pendidikan', 'yogyakarta')",1
"('2', 'sosialisasi')",1
"('memahami', 'prosedur')",1
"('3', 'diharapkan')",1
"('pemangku', 'pembuat')",1
"('wahyudi', 'margono')",1
"('margono', 's')",1
"('2004', 'sistem')",1
"('informasi', 'manajemen')",1
"('rujukan', 'danumiharja')",1
"('danumiharja', 'm')",1
"('m', '2013')",1
"('2013', 'pengelolaan')",1
"('501', '4')",1
"('4', '519')",1
"('519', '5')",1
"('5', '559')",1
"('559', 'total')",1
"('yogyakarta', 'deepublish')",1
"('deepublish', 'kumorotomo')",1
"('kumorotomo', 'wahyudi')",1
"('213', '86')",1
"('86', 'berdasarkan')",1
"('tertinggi', '4')",1
"('4', 'x')",1
"('x', '40')",1
"('2', '493')",1
"('493', '3')",1
"('3', '501')",1
"('dasar', 'sekolah')",1
"('kejuruan', 'pergub')",1
"('pergub', 'nomor')",1
"('2019', 'tantang')",1
"('tantang', 'pedoman')",1
"('barat', 'siregar')",1
"('api', 'oksidasi')",1
"('campuran', 'kaya')",1
"('disertasi', 'bandung')",1
"('alfabeta', 'yusuf')",1
"('yusuf', 'a')",1
"('kuantitatif', 'jakarta')",1
"('kencana', 'sugiono')",1
"('sugiono', '2010')",1
"('d', 'bandung')",1
"('kanakkanak', 'sekolah')",1
"('standard', 'nasioanal')",1
"('nasioanal', 'pendidikan')",1
"('bingung', 'memilih')",1
"('memilih', 'sekolah')",1
"('alfabeta', 'sugiono')",1
"('mudah', 'menyusun')",1
"('menyusun', 'skripsi')",1
"('skripsi', 'tesis')",1
"('pembuat', 'kebijakan')",1
"('pembuatan', 'keputusan')",1
"('pelaksanaan', 'teknis')",1
"('ppdb', 'daftar')",1
"('relevan', 'bermanfaat')",1
"('kehandalan', 'akurat')",1
"('konsistensi', 'berdasarkan')",1
"('1', 'sekolah')",1
"('79', '21')",1
"('21', '376')",1
"('menganggap', 'gas')",1
"('argon', 'co2dan')",1
"('siregar', 's')",1
"('organisasi', 'publik')",1
"('publik', 'yogyakarta')",1
"('press', 'permendikbud')",1
"('udara', 'mengandung')",1
"('mengandung', '21')",1
"('21', 'o2')",1
"('79', 'n2serta')",1
"('n2serta', 'pembakaran')",1
"('vol', 'o2pada')",1
"('o2pada', 'udara')",1
"('udara', 'bebas')",1
"('7921n2', '8co2')",1
"('9h2o', '257921n2energi')",1
"('257921n2energi', '22')",1
"('pembakaran', '1')",1
"('1', 'mol')",1
"('9h2o', 'energi')",1
"('energi', '21')",1
"('prakteknya', 'udara')",1
"('kaya', 'rich')",1
"('api', 'reduksi')",1
"('bensin', 'campuran')",1
"('tititk', 'mati')",1
"('tma', '241')",1
"('100', 'sempurna')",1
"('prakteknya', 'pembakaran')",1
"('125o2', '7921n2')",1
"('license', 'etnosains')",1
"('dasar', 'jajang')",1
"('jajang', 'bayu')",1
"('bayu', 'kelana1')",1
"('of', 'thought')",1
"('thought', 'from')",1
"('a', 'culture')",1
"('culture', 'needs')",1
"('savira', 'wardani2')",1
"('wardani2', 'medita')",1
"('medita', 'ayu')",1
"('ayu', 'wulandari3')",1
"('wulandari3', '123')",1
"('pgsd', 'ikip')",1
"('penelitian', 'jakarta')",1
"('74', 'jikap')",1
"('email', '1jajangbayuikipsiliwangiacid')",1
"('1jajangbayuikipsiliwangiacid', '2duhitaikipsiliwangiacid')",1
"('2duhitaikipsiliwangiacid', '3meditaikipsiliwangiacid')",1
"('3meditaikipsiliwangiacid', 'abstrak')",1
"('abstrak', 'budaya')",1
"('masyarakat', 'memiliki')",1
"('kelana1', 'duhita')",1
"('duhita', 'savira')",1
"('khas', 'kearifan')",1
"('lokal', 'buah')",1
"('buah', 'pemikiran')",1
"('dilestarikan', 'sedini')",1
"('menjaga', 'sejarah')",1
"('dibandingkan', 'metode')",1
"('ikip', 'siliwangi')",1
"('siliwangi', 'email')",1
"('compared', 'the')",1
"('review', 'with')",1
"('a', 'sample')",1
"('sample', 'of')",1
"('of', '12')",1
"('12', 'articles')",1
"('articles', 'indexed')",1
"('schools', 'past')",1
"('community', 'has')",1
"('sampel', '12')",1
"('komperhensif', 'hasil')",1
"('beragaman', 'penerapan')",1
"('pembelajaran', 'penelitian')",1
"('kunci', 'etnosains')",1
"('etnosains', 'sekolah')",1
"('and', 'compared')",1
"('wisdom', 'the')",1
"('the', 'fruit')",1
"('fruit', 'of')",1
"('sains', 'abstract')",1
"('the', 'culture')",1
"('culture', 'that')",1
"('is', 'owned')",1
"('a', 'community')",1
"('be', 'preserved')",1
"('preserved', 'as')",1
"('as', 'early')",1
"('early', 'as')",1
"('a', 'unique')",1
"('unique', 'knowledge')",1
"('knowledge', 'value')",1
"('value', 'local')",1
"('applications', 'of')",1
"('provide', 'an')",1
"('overview', 'and')",1
"('and', 'important')",1
"('important', 'information')",1
"('information', 'about')",1
"('discussion', 'on')",1
"('topic', 'is')",1
"('efforts', 'that')",1
"('about', 'ethnoscience')",1
"('ethnoscience', 'towards')",1
"('towards', 'learning')",1
"('schools', 'and')",1
"('also', 'as')",1
"('reference', 'for')",1
"('for', 'further')",1
"('resource', 'in')",1
"('as', 'possible')",1
"('possible', 'to')",1
"('to', 'preserve')",1
"('preserve', 'the')",1
"('the', 'existing')",1
"('existing', 'history')",1
"('history', 'efforts')",1
"('past', 'research')",1
"('topic', 'was')",1
"('was', 'categorized')",1
"('categorized', 'and')",1
"('be', 'made')",1
"('made', 'are')",1
"('ethnoscience', 'as')",1
"('learning', 'resource')",1
"('bensin', 'pembakaran')",1
"('oksigen', '02')",1
"('karbon', 'hidrogen')",1
"('pembakaran', 'energi')",1
"('kimia', 'diubah')",1
