document_name,sentence_number,preprocessed_tokens
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,30,55 kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat studi pada rt12 rw04 dan rt03 rw07 kelurahan galur achmad afandi amos neolaka rosmawita saleh issn 19074360 kelurahan galur merupakan kelurahan yang terletak di kecamatan johar baru jakarta pusat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,31,kelurahan ini memiliki luas wilayah 262 ha jumlah penduduk sebesar 18219 jiwa terdiri dari 7 rw dan 84 rt
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,32,kelurahan galur memiliki 5 taman lingkungan yang tersebar di 7 rw yaitu 1 taman lingkungan di rw 01 2 taman lingkungan di rw 04 dan 2 taman lingkungan di rw 07 dengan luas keseluruhan 0128 ha 048
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,33,di setiap rw ini memiliki kesadaran lingkungan terhadap pemeliharaan taman lingkungan berbedabeda
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,34,hal ini ditandai dengan kondisi taman lingkungan yang tidak merata
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,35,yaitu taman lingkungan pada rt 012rw 04 dengan luas 100 m2 memiliki lingkungan yang bersih dengan adanya tempat pembuangan sampah dan peraturan tentang larangan pembakaran sampah
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,36,sedangkan taman lingkungan pada rt 00307 dengan luas 531 m2 memiliki taman lingkungan yang kurang bersih seperti banyaknya timbunan sampah dan kurangnya pemeliharaan fasilitas bermain
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,37,dengan memperhatikan halhal yang telah dikemukakan di atas maka sudah selayaknya bagi masyarakat kelurahan galur menyadari pentingnya taman lingkungan yang sudah terbangun dipelihara dan dirawat dengan baik
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,38,upaya ini tentu saja memerlukan kesadaran dan peran serta masyarakat yang cukup tinggi sehingga pemanfaatan taman lingkungan dapat dimanfaatkan secara maksimal
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,39,khususnya mengenai kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan pada rt 012rw 04 dan rt 03rw 07 kelurahan galur jakarta pusat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,40,kesadaran sebagai keadaan sadar bukan merupakan keadaan yang pasif melainkan suatu proses aktif kesadaran adalah tingkat kesiagaan individu pada saat ini terhadap rangsangan eksternal dan internal artinya terhadap peristiwaperistiwa lingkungan dan suasana tubuh memori dan pikiran atkinson et
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,41,al 2000
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,42,berdasarkan definisi di atas kesadaran adalah kesadaran akan perbuatan kepada keadaan yang sebenarnya keadaan ingat akan dirinya ingat kembali dari pingsannya siuman bangun dari tidur ingat tau dan mengerti
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,43,kesadaran sangat berkaitan dengan manusia bahkan yang membedakan manusia dengan binatang
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,44,kesadaran merupakan unsur dalam manusia dalam memahami realitas dan bagaimana cara bertindak atau menyikapi terhadap realitas
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,45,manusia dengan dikaruniahi akal budi merupakan mahluk hidup yang sadar dengan dirinya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,46,kesadaran yang dimiliki oleh manusia kesadaran dalam diri akan diri sesama masa silam dan kemungkinan masa depannya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,47,kesadaran sebagai keadaan sadar bukan merupakan keadaan yang pasif melainkan suatu proses aktif
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,48,memahami kesadaran perlu kiranya diaktualisasikan melalui sikap dan perilaku yang melibatkan langsung diri sendiri terhadap fenomena sosial yang terjadi di lingkungan masyarakat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,49,56 jurnal menara jurusan teknik sipil ftunj volume vii no1 januari 2012 menurut poerwadarminta 2002 dalam kamus umum bahasa indonesia istilah lingkungan berarti bulatan yang melingkung melingkari lingkaran atau sekalian yang terlingkung dalam suatu daerah penelaahan terhadap sikap dan perilaku manusia dengan segenap tanggung jawab dan kewajiban maupun haknya untuk mencermati tata lingkungan dengan sebaikbaiknya
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,50,soerjani et al
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,51,2007segala benda kondisi keadaan dan pengaruh yang terdapat dalam ruang yang kita tempati dan mempengaruhi halhal yang hidup termasuk kehidupan manusia
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,52,salim 1981
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,53,berdasarkan teori di atas lingkungan merupakan bulatan yang melingkar dalam suatu daerah yang ditempati oleh segala kehidupan termasuk kehidupan manusia
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,54,termasuk dalam kontribusi menjaga dan memelihara lingkungan yang sehat dan nyaman
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,55,menurut poerwadarminta 2002 dalam kamus umum bahasa indonesia kesadaran lingkungan ialah pengertian yang mendalam pada seseorang atau sekelompok orang yang terwujud dalam pemikiran sikap dan tingkah laku yang mendukung pengembangan lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,56,pendidikan lingkungan hidup adalah suatu proses untuk membangun populasi manusia di dunia yang sadar dan peduli terhadap lingkungan total keseluruhan dan segala masalah yang berkaitan dengannya dan masyarakat yang memiliki pengetahuan ketrampilan sikap dan tingkah laku motivasi serta komitmen untuk bekerja sama baik secara individu maupun secara kolektif untuk dapat memecahkan berbagai masalah lingkungan saat ini dan mencegah timbulnya masalah baru
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,57,dalam peraturan menteri dalam negeri nomor 1 tahun 2007 tentang penataan ruang terbuka hijau kawasan perkotaan definisi ruang terbuka yaitu ruangruang dalam kota atau wilayah yang lebih luas baik dalam bentuk areakawasan maupun dalam bentuk area memanjang jalur di mana dalam penggunaannya lebih bersifat terbuka yang pada dasarnya tanpa bangunan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,58,berdasarkan peraturan pemerintah nomor 26 tahun 2008 tentang rencana tata ruang wilayah nasional definisi ruang terbuka hijau rth yaitu ruang terbuka hijau adalah area memanjangjalur danatau mengelompok yang penggunaannya lebih bersifat terbuka tempat tumbuh tanaman baik yang tumbuh secara alamiah maupun yang sengaja ditanam
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,59,berdasarkan penjelasan pasal 29 ayat 1 undangundang nomor 26 tahun 2007 tentang penataan ruang diketahui bahwa status kepemilikan ruang terbuka hijau diklasifikasikan menjadi 57 kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat studi pada rt12 rw04 dan rt03 rw07 kelurahan galur achmad afandi amos neolaka rosmawita saleh issn 19074360 1 ruang terbuka hijau publik yaitu rth yang berlokasi pada lahanlahan publik atau lahan yang dimiliki oleh pemerintah pusat maupun daerah
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,60,yang termasuk ruang terbuka hijau publik antara lain adalah taman kota taman pemakaman umum taman lingkungan dan jalur hijau
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,61,2 ruang terbuka hijau privat adalah kebun atau halaman rumahgedung milik masyarakatswasta yang ditanami tumbuhan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,62,taman lingkungan berdasarkan peraturan menteri pekerjaan umum nomor 05prtm2008 tentang pedoman penyediaan dan pemanfaatan ruang terbuka hijau di kawasan perkotaan taman lingkungan adalah lahan terbuka yang berfungsi sosial dan estetik sebagai sarana kegiatan rekreatif edukasi atau kegiatan lain pada tingkat lingkungan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,63,sedangkan berdasarkan peraturan menteri no
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,64,1 tahun 2007
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,65,taman lingkungan neighbourhood parks merupakan ruang terbuka yang dibangun dalam lingkungan permukiman dibangun dan dikelola oleh publik sebagai bagian dari zone ruang terbuka kota atau sebagai bagian dari pembangunan perumahan privat baru biasanya termasuk di dalamnya taman bermain fasilitas olah raga dan lainlain
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,66,dari penjelasan tentang taman lingkungan dapat disimpulkan bahwa taman lingkungan merupakan bagian dari ruang terbuka publik yang dimiliki dan dikelola oleh pemerintah daerah kota yang digunakan untuk kepentingan masyarakat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,67,fungsi taman lingkungan 1 fungsi ekologis taman lingkungan dapat meningkatkan kualitas air tanah mencegah banjir mengurangi polusi udara dan pengatur iklim mikro
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,68,2 fungsi sosial budaya keberadaan taman lingkungan dapat memberikan fungsi sebagai ruang interaksi sosial sarana rekreasi dan sebagai tetenger landmark kota
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,69,3 fungsi arsitektural taman lingkungan dapat meningkatkan nilai keindahan dan kenyamanan lingkungan peraturan menteri no
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,70,1 tahun 2007
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,71,persyaratan dan kriteria standar luasan taman lingkungan persyaratan dan kriteria sarana taman lingkungan mempertimbangkan lokasi penempatan dan penyelesaian ruang untuk lebih jelasnya perhatikan tabel berikut 58 jurnal menara jurusan teknik sipil ftunj volume vii no1 januari 2012 tabel 1
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,72,standar luasan taman lingkungan no unit lingkungan tipe rth tipe minimal unit m2 lokasi 1 250 jiwa taman rt 250 di tengah lingkungan rt 2 2500 jiwa taman rw 1250 di pusat kegiatan rw 3 30000 jiwa taman kelurahan 9000 dikelompokan dengan sekolah pusat kelurahan 4 120000 jiwa taman kecamatan 24000 dikelompokan dengan sekolah pusat kecamatan sumber peraturan menteri pekerjaan umum nomor 05prtm2008 mencermati fenomena lingkungan yang terjadi khususnya yang berkaitan dengan pemeliharaan taman lingkungan di jakarta pusat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,73,perlunya penelitian ini dalam rangka mengetahui tingkat kesadaran lingkungan masyarakat yang nantinya menjadi sebuah peluang peningkatan kualitas pemeliharaan taman lingkungan di jakarta pusat dengan menggali preferensi masyarakat serta kebijakan stakeholder
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,74,metoda dalam penelitian ini metode yang digunakan adalah metode deskriptif dengan menggunakan instrumen kuesioner yang bersifat survei
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,75,penelitian ini yang menjadi objek yaitu kesadaran lingkungan masyarakat kelurahan galur
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,76,populasi dalam penelitian ini adalah warga kelurahan galur rt 012rw 04 dan rt 03rw 07 kecamatan johar baru jakarta pusat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,77,tabel 2
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,78,jumlah penduduk kelurahan galur desember 2010 no
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,79,rw kk jumlah jiwa 1 2 3 4 5 6 7 01 02 03 04 05 06 07 471 462 493 525 421 407 499 2099 2143 2184 3580 2958 2869 2385 jumlah 7 3278 18219 sumber arsip kelurahan galur 2010 sampel penelitian ini ditentukan dengan menggunakan purposive sample sampel bertujuan
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,80,sampel yang digunakan dalam penelitian ini adalah warga kelurahan galur rt 012rw 04 dan rt 03rw 07 kecamatan galur jakarta pusat
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,81,pengambilan sampel berdasarkan rumus dari 59 kesadaran lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat studi pada rt12 rw04 dan rt03 rw07 kelurahan galur achmad afandi amos neolaka rosmawita saleh issn 19074360 taro yamane dengan catatan bahwa populasi sudah diketahui dengan perhitungan sebagai berikut riduwan 2005249 dimana n jumlah sampel n jumlah populasi d2 presisi yang ditetapkan jumlah populasi n pada rt 012rw 04 sebesar 525 kk dan rt 03rw 07
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,82,sebesar 499 tingkat presisi d yang ditetapkan sebesar 20
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,83,berdasarkan rumus diatas jumlah sampel n dapat dihitung sebagai berikut jumlah sampel pada rt 012rw 04 dengan jumlah 525 1
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,84,2 d n n n 1 20
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,85,525 525 2 22 525 2386 25 responden jumlah sampel pada rt 03rw 07 dengan jumlah 499 1
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,86,2 d n n n 1 20
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,87,499 499 2 96 20 499 2386 25 responden tabel 3
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,88,jumlah sampel rt 012rw 04 dan rt 03rw 07 kelurahan galur
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,89,no warga kelurahan galur jumlah populasi jumlah sampel 1
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,90,warga rw 04 525 kk 25 kk 2
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,91,warga rw 07 499 kk 25 kk jumlah keseluruhan 1024 kk 50 kk sumber kelurahan galur 2010 data yang dibutuhkan dalam penelitian ini diperoleh melalui instrumen instrumennya adalah kuesioner
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,92,instrumen yang baik dan benar akan mampu menghimpun data secara obyektif lengkap dan dapat diolah untuk memecahkan masalah penelitian
kesadaraan lingkungan masyarakat dalam pemeliharaan taman lingkungan di jakarta pusat.pdf,93,instrumen dibuat sesuai dengan kisikisi kemudian dari kisikisi diperoleh 20 butir kuesioner
